company_id,type,rule_id,text,confidence_pct
DIVISLAB,con,C16,P/E ratio of 70.0x indicates a relatively high valuation multiple and may limit margin of safety,100
DIVISLAB,con,C17,Price-to-book ratio of 12.3x indicates a relatively high valuation versus reported book value,73
DLF,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
DLF,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,81
DLF,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,67
DLF,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
DLF,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,90
DLF,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
DLF,pro,P14,EPS CAGR of 40.1% over 3 years indicates positive recent earnings growth,100
DLF,pro,P15,Operating margin improved from 30.3% to 33.0% in the latest year,75
DLF,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81
DLF,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,95
DLF,con,C13,"Return on equity of 6.9% is below 15%, indicating room for improvement in shareholder capital efficiency",81
DLF,con,C14,"Five-year revenue CAGR of -5.1% is below 10%, indicating relatively moderate long-term growth",95
DLF,con,C16,P/E ratio of 46.3x indicates a relatively high valuation multiple and may limit margin of safety,81
DLF,con,C17,Price-to-book ratio of 14.3x indicates a relatively high valuation versus reported book value,77
DMART,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75
DMART,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,70
DMART,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
DMART,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
DMART,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
DMART,pro,P13,Revenue CAGR of 28.1% over 3 years indicates positive recent business growth,100
DMART,pro,P14,EPS CAGR of 31.9% over 3 years indicates positive recent earnings growth,98
DMART,con,C13,"Return on equity of 13.6% is below 15%, indicating room for improvement in shareholder capital efficiency",67
DMART,con,C16,P/E ratio of 72.5x indicates a relatively high valuation multiple and may limit margin of safety,100
DMART,con,C17,Price-to-book ratio of 11.7x indicates a relatively high valuation versus reported book value,72
DRREDDY,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
DRREDDY,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,71
DRREDDY,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
DRREDDY,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
DRREDDY,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,82
DRREDDY,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
DRREDDY,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
DRREDDY,pro,P13,Revenue CAGR of 13.7% over 3 years indicates positive recent business growth,72
DRREDDY,pro,P14,EPS CAGR of 42.8% over 3 years indicates positive recent earnings growth,100
DRREDDY,pro,P15,Operating margin improved from 26.2% to 28.3% in the latest year,75
DRREDDY,con,C17,Price-to-book ratio of 10.2x indicates a relatively high valuation versus reported book value,69
EICHERMOT,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
EICHERMOT,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,67
EICHERMOT,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
EICHERMOT,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,77
EICHERMOT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
EICHERMOT,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
EICHERMOT,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
EICHERMOT,pro,P13,Revenue CAGR of 23.8% over 3 years indicates positive recent business growth,92
EICHERMOT,pro,P14,EPS CAGR of 43.9% over 3 years indicates positive recent earnings growth,100
EICHERMOT,pro,P15,Operating margin improved from 23.9% to 26.2% in the latest year,75
EICHERMOT,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
EICHERMOT,con,C17,Price-to-book ratio of 13.6x indicates a relatively high valuation versus reported book value,76
GAIL,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
GAIL,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
GAIL,pro,P13,Revenue CAGR of 32.4% over 3 years indicates positive recent business growth,100
GAIL,pro,P14,EPS CAGR of 18.6% over 3 years indicates positive recent earnings growth,72
GAIL,pro,P15,Operating margin improved from 5.1% to 10.7% in the latest year,75
GAIL,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
GAIL,con,C13,"Return on equity of 12.9% is below 15%, indicating room for improvement in shareholder capital efficiency",69
GAIL,con,C17,Price-to-book ratio of 9.5x indicates a relatively high valuation versus reported book value,68
GODREJCP,pro,P15,Operating margin improved from 18.3% to 21.0% in the latest year,75
GODREJCP,con,C4,Company reported a net loss in the most recent financial year,95
GODREJCP,con,C13,"Return on equity of -4.5% is below 15%, indicating room for improvement in shareholder capital efficiency",100
GODREJCP,con,C14,"Five-year revenue CAGR of 6.4% is below 10%, indicating relatively moderate long-term growth",72
GODREJCP,con,C16,P/E ratio of 33.6x indicates a relatively high valuation multiple and may limit margin of safety,68
GODREJCP,con,C17,Price-to-book ratio of 8.1x indicates a relatively high valuation versus reported book value,65
GODREJCP,con,C18,Negative free-cash-flow yield of -0.10% is a cash-flow watchpoint,80
GODREJCP,con,C19,"Cash-flow quality is classified as Accrual Risk, indicating earnings require closer cash-conversion review",80
GRASIM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,83
GRASIM,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
GRASIM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,88
GRASIM,pro,P13,Revenue CAGR of 19.7% over 3 years indicates positive recent business growth,84
GRASIM,pro,P15,Operating margin improved from 18.4% to 20.8% in the latest year,75
GRASIM,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
GRASIM,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
GRASIM,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,65
GRASIM,con,C13,"Return on equity of 11.2% is below 15%, indicating room for improvement in shareholder capital efficiency",72
GRASIM,con,C16,P/E ratio of 79.3x indicates a relatively high valuation multiple and may limit margin of safety,100
GRASIM,con,C18,Negative free-cash-flow yield of -7.06% is a cash-flow watchpoint,80
HAL,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
HAL,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,79
HAL,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,77
HAL,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HAL,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,68
HAL,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
HAL,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,87
HAL,pro,P14,EPS CAGR of 33.4% over 3 years indicates positive recent earnings growth,100
HAL,pro,P15,Operating margin improved from 24.8% to 32.1% in the latest year,75
HAL,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
HAL,con,C14,"Five-year revenue CAGR of 8.7% is below 10%, indicating relatively moderate long-term growth",67
HAL,con,C16,P/E ratio of 71.9x indicates a relatively high valuation multiple and may limit margin of safety,100
HAVELLS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95
HAVELLS,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,68
HAVELLS,pro,P13,Revenue CAGR of 21.1% over 3 years indicates positive recent business growth,87
HAVELLS,pro,P15,Operating margin improved from 9.6% to 10.1% in the latest year,75
HAVELLS,con,C16,P/E ratio of 45.4x indicates a relatively high valuation multiple and may limit margin of safety,80
HAVELLS,con,C17,Price-to-book ratio of 14.1x indicates a relatively high valuation versus reported book value,77
HCLTECH,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,68
HCLTECH,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
HCLTECH,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HCLTECH,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
HCLTECH,pro,P13,Revenue CAGR of 13.4% over 3 years indicates positive recent business growth,71
HCLTECH,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
HCLTECH,con,C16,P/E ratio of 63.6x indicates a relatively high valuation multiple and may limit margin of safety,98
HDFCBANK,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78
HDFCBANK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HDFCBANK,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,72
HDFCBANK,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,76
HDFCBANK,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65
HDFCBANK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
HDFCBANK,pro,P13,Revenue CAGR of 30.2% over 3 years indicates positive recent business growth,100
HDFCBANK,pro,P15,Operating margin improved from 36.9% to 61.4% in the latest year,75
HDFCBANK,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,66
HDFCBANK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
HDFCBANK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
HDFCBANK,con,C13,"Return on equity of 14.3% is below 15%, indicating room for improvement in shareholder capital efficiency",66
HDFCBANK,con,C16,P/E ratio of 49.4x indicates a relatively high valuation multiple and may limit margin of safety,84
HDFCBANK,con,C19,"Cash-flow quality is classified as Accrual Risk, indicating earnings require closer cash-conversion review",80
HDFCLIFE,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77
HDFCLIFE,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HDFCLIFE,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HDFCLIFE,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
HDFCLIFE,pro,P13,Revenue CAGR of 12.4% over 3 years indicates positive recent business growth,69
HDFCLIFE,con,C13,"Return on equity of 10.7% is below 15%, indicating room for improvement in shareholder capital efficiency",73
HDFCLIFE,con,C16,P/E ratio of 50.6x indicates a relatively high valuation multiple and may limit margin of safety,85
HDFCLIFE,con,C17,Price-to-book ratio of 11.3x indicates a relatively high valuation versus reported book value,71
HDFCLIFE,con,C18,Negative free-cash-flow yield of -6.15% is a cash-flow watchpoint,80
HEROMOTOCO,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
HEROMOTOCO,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HEROMOTOCO,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HEROMOTOCO,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
HEROMOTOCO,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
HEROMOTOCO,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
HEROMOTOCO,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,73
HEROMOTOCO,con,C14,"Five-year revenue CAGR of 2.2% is below 10%, indicating relatively moderate long-term growth",80
HEROMOTOCO,con,C16,P/E ratio of 53.9x indicates a relatively high valuation multiple and may limit margin of safety,88
HEROMOTOCO,con,C17,Price-to-book ratio of 12.6x indicates a relatively high valuation versus reported book value,74
HINDALCO,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HINDALCO,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HINDALCO,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
HINDALCO,pro,P13,Revenue CAGR of 17.8% over 3 years indicates positive recent business growth,80
HINDALCO,pro,P14,EPS CAGR of 41.2% over 3 years indicates positive recent earnings growth,100
HINDALCO,con,C13,"Return on equity of 9.6% is below 15%, indicating room for improvement in shareholder capital efficiency",75
HINDALCO,con,C16,P/E ratio of 56.5x indicates a relatively high valuation multiple and may limit margin of safety,91
HINDALCO,con,C17,Price-to-book ratio of 9.3x indicates a relatively high valuation versus reported book value,67
HINDUNILVR,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
HINDUNILVR,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HINDUNILVR,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HINDUNILVR,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,76
HINDUNILVR,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
HINDUNILVR,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
HINDUNILVR,con,C14,"Five-year revenue CAGR of 9.5% is below 10%, indicating relatively moderate long-term growth",65
HINDUNILVR,con,C16,P/E ratio of 34.5x indicates a relatively high valuation multiple and may limit margin of safety,69
HINDUNILVR,con,C17,Price-to-book ratio of 11.9x indicates a relatively high valuation versus reported book value,72
ICICIBANK,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69
ICICIBANK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIBANK,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
ICICIBANK,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,72
ICICIBANK,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
ICICIBANK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
ICICIBANK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
ICICIBANK,pro,P13,Revenue CAGR of 21.4% over 3 years indicates positive recent business growth,87
ICICIBANK,pro,P14,EPS CAGR of 32.6% over 3 years indicates positive recent earnings growth,100
ICICIBANK,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
ICICIBANK,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,67
ICICIBANK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79
ICICIBANK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,91
ICICIGI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
ICICIGI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIGI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
ICICIGI,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,72
ICICIGI,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
ICICIGI,pro,P13,Revenue CAGR of 19.0% over 3 years indicates positive recent business growth,82
ICICIGI,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
ICICIGI,con,C16,P/E ratio of 49.0x indicates a relatively high valuation multiple and may limit margin of safety,84
ICICIPRULI,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68
ICICIPRULI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIPRULI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
ICICIPRULI,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
ICICIPRULI,con,C13,"Return on equity of 7.7% is below 15%, indicating room for improvement in shareholder capital efficiency",79
ICICIPRULI,con,C17,Price-to-book ratio of 12.4x indicates a relatively high valuation versus reported book value,73
INDIGO,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
INDIGO,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73
INDIGO,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
INDIGO,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
INDIGO,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
INDIGO,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,76
INDIGO,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
INDIGO,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
INDIGO,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
INDIGO,pro,P13,Revenue CAGR of 67.6% over 3 years indicates positive recent business growth,100
INDIGO,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
INDIGO,con,C16,P/E ratio of 76.2x indicates a relatively high valuation multiple and may limit margin of safety,100
INDIGO,con,C19,"Cash-flow quality is classified as Accrual Risk, indicating earnings require closer cash-conversion review",80
INDUSINDBK,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
INDUSINDBK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,92
INDUSINDBK,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,69
INDUSINDBK,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66
INDUSINDBK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
INDUSINDBK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76
INDUSINDBK,pro,P13,Revenue CAGR of 16.4% over 3 years indicates positive recent business growth,77
INDUSINDBK,pro,P14,EPS CAGR of 45.9% over 3 years indicates positive recent earnings growth,100
INDUSINDBK,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
INDUSINDBK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84
INDUSINDBK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
INDUSINDBK,con,C13,"Return on equity of 14.3% is below 15%, indicating room for improvement in shareholder capital efficiency",66
INDUSINDBK,con,C18,Negative free-cash-flow yield of -0.97% is a cash-flow watchpoint,80
INFY,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,83
INFY,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
INFY,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
INFY,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,75
INFY,pro,P13,Revenue CAGR of 15.2% over 3 years indicates positive recent business growth,75
INFY,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
INFY,con,C16,P/E ratio of 36.0x indicates a relatively high valuation multiple and may limit margin of safety,70
INFY,con,C17,Price-to-book ratio of 9.0x indicates a relatively high valuation versus reported book value,66
IOC,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65
IOC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,65
IOC,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
IOC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
IOC,pro,P13,Revenue CAGR of 28.7% over 3 years indicates positive recent business growth,100
IOC,pro,P14,EPS CAGR of 26.0% over 3 years indicates positive recent earnings growth,86
IOC,pro,P15,Operating margin improved from 3.6% to 9.7% in the latest year,75
IOC,con,C14,"Five-year revenue CAGR of 8.0% is below 10%, indicating relatively moderate long-term growth",68
IRCTC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,93
IRCTC,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70
IRCTC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,83
IRCTC,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,83
IRCTC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
IRCTC,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,91
IRCTC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81
IRCTC,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
IRCTC,pro,P13,Revenue CAGR of 76.5% over 3 years indicates positive recent business growth,100
IRCTC,pro,P14,EPS CAGR of 91.3% over 3 years indicates positive recent earnings growth,100
IRCTC,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
IRCTC,con,C16,P/E ratio of 60.4x indicates a relatively high valuation multiple and may limit margin of safety,95
IRFC,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73
IRFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
IRFC,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
IRFC,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,69
IRFC,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
IRFC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74
IRFC,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
IRFC,pro,P13,Revenue CAGR of 19.1% over 3 years indicates positive recent business growth,83
IRFC,pro,P14,EPS CAGR of 18.6% over 3 years indicates positive recent earnings growth,72
IRFC,pro,P15,Operating margin improved from 99.4% to 99.5% in the latest year,75
IRFC,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,67
IRFC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,77
IRFC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
IRFC,con,C13,"Return on equity of 13.0% is below 15%, indicating room for improvement in shareholder capital efficiency",68
IRFC,con,C19,"Cash-flow quality is classified as Accrual Risk, indicating earnings require closer cash-conversion review",80
ITC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,74
ITC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
ITC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,89
ITC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
ITC,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,76
ITC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
ITC,pro,P13,Revenue CAGR of 12.9% over 3 years indicates positive recent business growth,70
ITC,pro,P15,Operating margin improved from 36.2% to 37.0% in the latest year,75
ITC,con,C14,"Five-year revenue CAGR of 8.0% is below 10%, indicating relatively moderate long-term growth",69
ITC,con,C16,P/E ratio of 47.9x indicates a relatively high valuation multiple and may limit margin of safety,82
JINDALSTEL,pro,P13,Revenue CAGR of 13.3% over 3 years indicates positive recent business growth,71
JINDALSTEL,pro,P14,EPS CAGR of 17.2% over 3 years indicates positive recent earnings growth,69
JINDALSTEL,pro,P15,Operating margin improved from 18.7% to 20.3% in the latest year,75
JINDALSTEL,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
JINDALSTEL,con,C13,"Return on equity of 13.4% is below 15%, indicating room for improvement in shareholder capital efficiency",68
JINDALSTEL,con,C14,"Five-year revenue CAGR of 1.4% is below 10%, indicating relatively moderate long-term growth",82
JINDALSTEL,con,C16,P/E ratio of 77.6x indicates a relatively high valuation multiple and may limit margin of safety,100
JINDALSTEL,con,C18,Negative free-cash-flow yield of -0.59% is a cash-flow watchpoint,80
JINDALSTEL,con,C19,"Cash-flow quality is classified as Accrual Risk, indicating earnings require closer cash-conversion review",80
JIOFIN,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
JIOFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
JIOFIN,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
JIOFIN,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,70
JIOFIN,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,91
JIOFIN,con,C13,"Return on equity of 1.2% is below 15%, indicating room for improvement in shareholder capital efficiency",92
JIOFIN,con,C16,P/E ratio of 34.2x indicates a relatively high valuation multiple and may limit margin of safety,69
JIOFIN,con,C17,Price-to-book ratio of 9.9x indicates a relatively high valuation versus reported book value,68
JSWENERGY,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
JSWENERGY,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65
JSWENERGY,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
JSWENERGY,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85
JSWENERGY,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
JSWENERGY,pro,P13,Revenue CAGR of 18.4% over 3 years indicates positive recent business growth,81
JSWENERGY,pro,P14,EPS CAGR of 26.0% over 3 years indicates positive recent earnings growth,86
JSWENERGY,pro,P15,Operating margin improved from 31.8% to 46.9% in the latest year,75
JSWENERGY,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
JSWENERGY,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73
JSWENERGY,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,72
JSWENERGY,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65
JSWENERGY,con,C13,"Return on equity of 8.3% is below 15%, indicating room for improvement in shareholder capital efficiency",78
JSWENERGY,con,C14,"Five-year revenue CAGR of 4.7% is below 10%, indicating relatively moderate long-term growth",75
JSWENERGY,con,C17,Price-to-book ratio of 9.9x indicates a relatively high valuation versus reported book value,68
JSWENERGY,con,C18,Negative free-cash-flow yield of -1.77% is a cash-flow watchpoint,80
JSWSTEEL,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66
JSWSTEEL,pro,P13,Revenue CAGR of 29.9% over 3 years indicates positive recent business growth,100
JSWSTEEL,pro,P15,Operating margin improved from 11.1% to 16.1% in the latest year,75
JSWSTEEL,con,C13,"Return on equity of 11.6% is below 15%, indicating room for improvement in shareholder capital efficiency",71
JSWSTEEL,con,C16,P/E ratio of 69.3x indicates a relatively high valuation multiple and may limit margin of safety,100
JSWSTEEL,con,C18,Negative free-cash-flow yield of -0.09% is a cash-flow watchpoint,80
KOTAKBANK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
KOTAKBANK,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65
KOTAKBANK,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73
KOTAKBANK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
KOTAKBANK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76
KOTAKBANK,pro,P13,Revenue CAGR of 19.7% over 3 years indicates positive recent business growth,84
KOTAKBANK,pro,P14,EPS CAGR of 22.5% over 3 years indicates positive recent earnings growth,80
KOTAKBANK,pro,P15,Operating margin improved from 79.4% to 83.7% in the latest year,75
KOTAKBANK,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,68
KOTAKBANK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73
KOTAKBANK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,79
KOTAKBANK,con,C13,"Return on equity of 14.0% is below 15%, indicating room for improvement in shareholder capital efficiency",66
KOTAKBANK,con,C16,P/E ratio of 32.9x indicates a relatively high valuation multiple and may limit margin of safety,67
LICI,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,97
LICI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
LICI,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
LICI,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
